order_id,customer_id,order_date,status,payment_method
195,472,2024-12-27,delivered,UPI
196,797,2025-02-22,cancelled,UPI
197,38,2023-12-02,delivered,COD
198,324,2025-01-25,delivered,UPI
199,187,2023-06-11,returned,Card
200,272,2025-09-12,delivered,UPI
201,173,2024-08-20,delivered,UPI
202,1016,2024-12-28,delivered,UPI
203,541,2025-07-29,cancelled,NetBanking
204,173,2025-05-22,delivered,COD
205,794,2024-09-05,cancelled,UPI
206,1191,2025-03-31,delivered,UPI
207,1191,2025-11-10,delivered,UPI
208,514,2025-05-26,delivered,UPI
209,1131,2024-02-01,delivered,COD
210,451,2024-04-20,delivered,Card
211,31,2024-08-19,delivered,UPI
212,323,2024-04-26,delivered,Card
213,304,2025-03-05,delivered,UPI
214,426,2025-01-15,shipped,UPI
215,713,2025-11-01,delivered,COD
216,1191,2025-10-03,delivered,UPI
217,601,2025-11-30,delivered,UPI
218,681,2023-12-15,cancelled,UPI
219,377,2023-07-11,delivered,UPI
220,832,2024-04-19,delivered,UPI
221,725,2025-07-17,delivered,COD
222,772,2023-10-27,delivered,UPI
223,860,2024-09-19,returned,COD
224,12,2025-10-29,delivered,UPI
225,93,2024-01-03,delivered,UPI
226,721,2024-06-24,delivered,UPI
227,1191,2025-04-01,delivered,COD
228,122,2025-03-27,delivered,COD
229,237,2025-12-25,delivered,UPI
230,711,2025-04-25,delivered,UPI
231,724,2025-01-20,delivered,Card
232,2,2025-02-27,delivered,COD
233,530,2024-08-03,delivered,NetBanking
234,1191,2025-03-11,delivered,UPI
235,1040,2023-09-04,delivered,Card
236,972,2023-07-31,delivered,UPI
237,183,2024-08-19,delivered,UPI
238,465,2023-05-10,delivered,NetBanking
239,597,2025-02-03,delivered,Card
240,391,2025-07-29,delivered,Card
241,636,2025-10-05,delivered,UPI
242,157,2023-11-28,delivered,UPI
243,1134,2025-06-02,delivered,Card
244,1192,2025-04-04,delivered,UPI
245,408,2023-05-18,delivered,NetBanking
246,68,2024-09-08,delivered,Card
247,1163,2025-03-25,delivered,COD
248,882,2025-02-24,delivered,UPI
249,1097,2024-03-17,delivered,UPI
250,581,2023-09-01,shipped,UPI
251,784,2024-06-12,delivered,UPI
252,453,2025-08-15,delivered,UPI
253,262,2023-09-28,delivered,UPI
254,1167,2024-09-24,cancelled,Card
255,460,2024-10-15,delivered,UPI
256,1018,2025-07-11,delivered,COD
257,723,2023-05-23,delivered,Card
258,261,2024-05-05,cancelled,Card
259,31,2025-06-15,cancelled,NetBanking
260,87,2024-05-26,delivered,NetBanking
261,684,2025-03-11,delivered,COD
262,577,2023-10-30,delivered,COD
263,1191,2025-02-20,delivered,Card
264,334,2024-04-05,delivered,NetBanking
265,489,2023-08-16,delivered,UPI
266,894,2024-05-28,delivered,COD
267,178,2023-03-23,delivered,UPI
268,306,2025-10-02,cancelled,NetBanking
269,241,2024-06-19,delivered,Card
270,1176,2025-05-29,shipped,Card
271,323,2024-03-20,delivered,Card
272,727,2025-01-20,delivered,Card
273,309,2023-11-03,delivered,COD
274,1017,2024-04-17,delivered,COD
275,411,2024-08-17,delivered,Card
276,1003,2024-01-20,delivered,Card
277,817,2024-02-22,delivered,UPI
278,343,2024-08-14,delivered,UPI
279,875,2024-08-24,delivered,Card
280,1087,2025-10-28,delivered,Card
281,188,2025-05-31,delivered,NetBanking
282,134,2025-07-12,cancelled,UPI
283,4,2024-03-13,shipped,UPI
284,777,2023-08-16,delivered,Card
285,857,2024-10-04,delivered,Card
286,1191,2024-08-22,delivered,COD
287,992,2024-05-30,delivered,Card
288,129,2024-08-06,delivered,UPI
289,1034,2024-12-13,delivered,UPI
290,1191,2025-11-27,delivered,UPI
291,1149,2023-11-07,delivered,NetBanking
292,983,2024-11-23,delivered,UPI
293,1047,2025-03-20,delivered,NetBanking
294,264,2025-11-11,delivered,NetBanking
295,412,2024-04-13,delivered,UPI
296,699,2024-08-09,delivered,COD
297,974,2025-07-14,delivered,Card
298,1191,2025-03-01,delivered,UPI
299,323,2023-08-28,delivered,NetBanking
300,1020,2025-07-04,delivered,UPI
301,1132,2025-04-05,delivered,Card
302,112,2024-09-04,shipped,COD
303,288,2024-11-02,delivered,UPI
304,855,2025-07-06,delivered,NetBanking
305,836,2024-02-20,cancelled,Card
306,1059,2024-06-06,delivered,UPI
307,348,2024-09-11,delivered,COD
308,1191,2025-06-20,delivered,COD
309,94,2025-06-21,delivered,UPI
310,1178,2023-09-12,shipped,UPI
311,537,2024-06-14,delivered,UPI
312,772,2025-03-01,delivered,NetBanking
313,614,2024-08-27,delivered,UPI
314,1191,2025-01-21,delivered,UPI
315,152,2025-01-05,delivered,Card
316,173,2025-06-13,delivered,NetBanking
317,1097,2024-10-28,delivered,COD
318,726,2025-05-12,delivered,COD
319,343,2025-05-22,delivered,UPI
320,797,2024-08-26,delivered,Card
321,173,2024-04-16,delivered,UPI
322,98,2024-04-08,cancelled,COD
323,877,2024-09-11,delivered,UPI
324,1040,2024-01-25,delivered,UPI
325,831,2024-04-23,delivered,UPI
326,1165,2024-06-07,delivered,COD
327,1124,2023-12-16,delivered,COD
328,413,2025-01-29,delivered,UPI
329,631,2025-06-13,delivered,COD
330,1166,2025-04-28,delivered,Card
331,514,2025-10-08,delivered,UPI
332,977,2023-12-29,delivered,UPI
333,150,2025-04-02,delivered,COD
334,410,2024-05-06,returned,UPI
335,1009,2024-01-28,delivered,Card
336,159,2024-09-26,delivered,UPI
337,1167,2025-05-22,delivered,UPI
338,197,2024-03-09,delivered,UPI
339,739,2024-12-22,delivered,Card
340,1083,2023-11-05,delivered,NetBanking
341,490,2025-07-31,delivered,COD
342,500,2023-12-02,delivered,UPI
343,533,2024-10-10,delivered,UPI
344,173,2025-06-18,delivered,UPI
345,884,2025-06-11,delivered,Card
346,91,2024-04-04,delivered,Card
347,841,2025-12-02,delivered,Card
348,936,2024-12-20,delivered,Card
349,1191,2024-12-17,delivered,COD
350,323,2024-11-01,delivered,Card
351,425,2024-11-28,delivered,UPI
352,309,2024-11-27,delivered,UPI
353,151,2023-08-01,delivered,COD
354,173,2024-12-18,delivered,UPI
355,1016,2025-04-13,delivered,COD
356,330,2023-11-01,delivered,COD
357,483,2024-08-05,delivered,COD
358,974,2025-10-10,cancelled,UPI
359,466,2025-01-08,delivered,UPI
360,961,2024-04-30,delivered,Card
361,1186,2024-07-27,delivered,UPI
362,921,2024-10-30,delivered,COD
363,527,2024-12-02,delivered,UPI
364,343,2024-07-02,delivered,UPI
365,1140,2024-05-04,delivered,Card
366,651,2025-03-19,delivered,UPI
367,348,2023-11-11,delivered,UPI
368,784,2024-03-20,delivered,Card
369,1191,2025-10-22,delivered,Card
370,1137,2024-03-31,delivered,UPI
371,523,2024-01-28,delivered,Card
372,65,2024-05-24,delivered,Card
373,932,2024-02-08,delivered,COD
374,1191,2024-09-12,delivered,UPI
375,1171,2025-02-11,delivered,NetBanking
376,1191,2025-04-30,delivered,UPI
377,925,2025-04-28,delivered,UPI
378,752,2024-04-26,delivered,Card
379,267,2024-12-27,delivered,UPI
380,1191,2025-10-10,shipped,UPI
381,540,2023-07-15,shipped,Card
382,451,2024-04-26,cancelled,UPI
383,1191,2024-10-03,delivered,Card
384,669,2025-01-04,delivered,COD
385,1191,2025-10-25,delivered,Card
386,1191,2025-02-27,delivered,COD
387,1191,2025-04-04,delivered,COD
388,618,2023-10-03,delivered,COD
389,514,2024-05-10,returned,UPI
390,809,2024-12-01,delivered,Card
391,65,2024-08-14,delivered,UPI
392,541,2025-04-07,delivered,NetBanking
393,851,2024-06-16,cancelled,UPI
394,116,2024-10-19,delivered,UPI
395,91,2023-05-28,delivered,COD
396,1191,2025-07-22,delivered,UPI
397,280,2024-06-29,delivered,NetBanking
398,1191,2025-10-23,delivered,Card
399,637,2025-04-07,delivered,Card
400,1191,2025-01-11,delivered,Card
401,847,2024-11-23,delivered,Card
402,1039,2023-11-17,delivered,UPI
403,331,2025-01-14,delivered,COD
404,134,2024-11-20,delivered,UPI
405,59,2025-05-23,delivered,COD
406,1162,2024-12-12,delivered,UPI
407,199,2025-05-02,delivered,COD
408,269,2023-12-25,delivered,UPI
409,1128,2023-08-09,delivered,Card
410,629,2025-11-01,delivered,NetBanking
411,791,2024-11-18,delivered,COD
412,74,2023-05-29,delivered,UPI
413,392,2025-01-05,delivered,UPI
414,474,2025-02-16,delivered,Card
415,928,2023-02-03,delivered,COD
416,173,2024-01-28,delivered,COD
417,82,2024-05-21,delivered,Card
418,239,2025-02-07,delivered,Card
419,1191,2025-03-20,delivered,UPI
420,920,2024-04-15,delivered,UPI
421,454,2025-03-28,delivered,UPI
422,98,2024-08-05,delivered,COD
423,1057,2023-12-08,delivered,NetBanking
424,540,2024-06-13,returned,UPI
425,724,2024-12-19,delivered,NetBanking
426,74,2024-12-09,delivered,COD
427,173,2025-05-15,delivered,UPI
428,343,2024-06-24,delivered,COD
429,120,2024-06-27,delivered,Card
430,638,2024-02-20,delivered,COD
431,159,2024-12-12,returned,COD
432,173,2024-03-01,delivered,UPI
433,86,2025-04-12,shipped,UPI
434,1191,2024-10-06,delivered,UPI
435,631,2025-07-13,delivered,UPI
436,1191,2024-07-10,delivered,Card
437,1100,2025-10-10,delivered,UPI
438,422,2024-08-18,delivered,Card
439,419,2023-12-15,delivered,COD
440,1191,2025-11-16,cancelled,Card
441,762,2024-11-08,delivered,COD
442,1191,2024-12-22,shipped,Card
443,584,2024-06-27,cancelled,UPI
444,514,2025-03-24,delivered,Card
445,1191,2025-08-15,cancelled,Card
446,219,2024-06-11,delivered,UPI
447,173,2024-06-30,delivered,COD
448,949,2025-03-12,delivered,COD
449,1133,2025-02-07,delivered,COD
450,1148,2025-01-17,delivered,COD
451,291,2025-03-04,delivered,Card
452,784,2024-09-08,delivered,UPI
453,262,2023-09-24,delivered,Card
454,68,2023-12-14,returned,UPI
455,331,2025-01-05,delivered,Card
456,1132,2025-04-19,delivered,COD
457,1093,2025-02-27,delivered,COD
458,1191,2024-09-29,delivered,Card
459,634,2025-04-15,delivered,Card
460,140,2024-01-04,delivered,Card
461,956,2024-04-18,delivered,COD
462,402,2024-02-02,delivered,Card
463,262,2023-10-26,shipped,COD
464,1083,2023-07-26,delivered,Card
465,133,2025-04-19,delivered,COD
466,777,2024-04-11,delivered,UPI
467,631,2024-08-19,shipped,Card
468,581,2024-10-06,shipped,COD
469,173,2024-10-15,delivered,Card
470,847,2024-01-12,delivered,UPI
471,540,2023-03-15,delivered,UPI
472,1099,2024-07-05,delivered,Card
473,1040,2023-10-28,delivered,Card
474,1192,2024-07-24,returned,UPI
475,1191,2025-01-01,delivered,UPI
476,451,2024-12-14,delivered,UPI
477,1186,2024-11-20,delivered,UPI
478,173,2024-04-28,delivered,COD
479,1040,2023-07-23,cancelled,UPI
480,4,2023-06-29,delivered,NetBanking
481,719,2025-01-03,shipped,Card
482,470,2025-09-08,shipped,UPI
483,113,2023-08-29,delivered,COD
484,307,2024-01-06,delivered,UPI
485,670,2024-11-03,delivered,UPI
486,887,2024-03-03,delivered,COD
487,98,2025-04-18,returned,UPI
488,451,2024-04-06,delivered,Card
489,944,2024-08-31,delivered,UPI
490,482,2025-04-08,delivered,Card
491,150,2023-07-31,delivered,Card
492,1173,2024-06-09,delivered,Card
493,284,2025-08-17,delivered,NetBanking
494,974,2025-11-06,delivered,COD
495,1191,2025-12-09,delivered,NetBanking
496,227,2025-02-09,delivered,COD
497,1191,2025-08-03,delivered,UPI
498,4,2024-08-02,delivered,UPI
499,432,2024-07-12,delivered,COD
500,271,2025-12-21,delivered,COD
501,1132,2024-04-18,delivered,UPI
502,192,2023-09-14,delivered,NetBanking
503,947,2024-11-10,delivered,Card
504,704,2024-08-22,delivered,UPI
505,315,2025-06-10,delivered,UPI
506,1067,2025-03-07,delivered,NetBanking
507,1085,2024-12-01,delivered,UPI
508,1186,2025-10-08,delivered,UPI
509,144,2023-08-21,delivered,NetBanking
510,18,2024-06-01,delivered,UPI
511,1014,2024-05-05,delivered,NetBanking
512,250,2023-09-16,cancelled,UPI
513,1191,2024-08-23,cancelled,UPI
514,692,2025-10-30,delivered,UPI
515,854,2023-12-27,delivered,UPI
516,931,2024-03-09,delivered,UPI
517,173,2024-07-05,delivered,UPI
518,622,2025-08-24,cancelled,COD
519,1083,2023-10-13,delivered,UPI
520,420,2024-10-11,delivered,UPI
521,106,2023-08-25,delivered,UPI
522,72,2025-03-16,delivered,Card
523,367,2025-09-16,delivered,UPI
524,895,2023-10-27,delivered,UPI
525,459,2025-01-10,delivered,UPI
526,157,2024-06-28,delivered,COD
527,173,2025-09-27,delivered,Card
528,738,2024-03-05,delivered,NetBanking
529,116,2025-03-24,delivered,COD
530,4,2023-09-30,delivered,COD
531,1173,2024-06-26,delivered,COD
532,1074,2024-01-18,delivered,UPI
533,433,2025-01-30,delivered,UPI
534,1191,2025-12-03,delivered,UPI
535,289,2025-01-12,shipped,UPI
536,921,2024-03-08,returned,UPI
537,1191,2025-09-14,delivered,Card
538,225,2025-05-06,shipped,UPI
539,1114,2024-10-09,shipped,Card
540,474,2024-02-19,delivered,COD
541,627,2025-04-05,delivered,NetBanking
542,672,2025-10-01,delivered,Card
543,18,2023-10-05,delivered,Card
544,867,2024-03-06,delivered,Card
545,679,2024-08-24,delivered,Card
546,627,2025-11-07,delivered,UPI
547,1191,2024-10-29,delivered,COD
548,1124,2024-09-02,delivered,NetBanking
549,1191,2025-05-03,delivered,UPI
550,195,2024-07-24,delivered,UPI
551,1145,2025-03-12,delivered,Card
552,795,2025-12-11,delivered,UPI
553,430,2024-01-30,delivered,UPI
554,723,2023-08-22,delivered,Card
555,942,2024-07-09,delivered,NetBanking
556,302,2025-01-12,delivered,UPI
557,186,2025-11-26,delivered,Card
558,142,2025-06-04,delivered,COD
559,185,2025-02-14,delivered,COD
560,778,2025-08-07,delivered,NetBanking
561,90,2025-02-27,delivered,Card
562,1040,2024-08-25,delivered,UPI
563,1047,2024-11-19,delivered,UPI
564,1175,2024-08-14,delivered,UPI
565,514,2025-01-08,shipped,UPI
566,630,2025-03-29,delivered,UPI
567,64,2025-08-26,delivered,COD
568,964,2023-08-10,delivered,UPI
569,127,2025-09-28,delivered,UPI
570,1004,2025-03-30,delivered,COD
571,603,2024-12-19,delivered,NetBanking
572,1191,2025-07-21,returned,Card
573,201,2025-02-08,delivered,Card
574,362,2025-08-01,delivered,Card
575,972,2023-04-25,cancelled,Card
576,1186,2024-11-03,delivered,COD
577,847,2025-05-01,delivered,UPI
578,1122,2025-01-12,shipped,COD
579,39,2025-05-26,delivered,COD
580,1191,2025-09-11,cancelled,UPI
581,28,2024-09-06,delivered,UPI
582,859,2023-07-25,delivered,UPI
583,500,2024-02-22,delivered,COD
584,1166,2025-10-12,delivered,UPI
585,944,2025-02-19,delivered,UPI
586,173,2024-10-03,delivered,COD
587,514,2025-03-04,delivered,NetBanking
588,451,2023-10-17,delivered,UPI
589,1135,2024-04-18,delivered,Card
590,1133,2025-05-13,delivered,COD
591,451,2024-02-19,delivered,UPI
592,1191,2024-09-18,delivered,UPI
593,1014,2023-11-09,cancelled,Card
594,489,2024-08-28,delivered,UPI
595,1182,2025-05-05,delivered,UPI
596,1191,2025-09-09,delivered,UPI
597,201,2023-09-30,delivered,COD
598,847,2024-09-05,delivered,COD
599,569,2025-02-20,delivered,UPI
600,40,2023-10-04,delivered,Card
601,1092,2025-02-26,delivered,UPI
602,549,2024-08-14,shipped,Card
603,1191,2024-12-21,delivered,UPI
604,313,2024-09-16,delivered,UPI
605,392,2025-11-02,delivered,Card
606,541,2025-02-28,delivered,Card
607,1037,2024-04-24,shipped,Card
608,1158,2025-01-09,delivered,UPI
609,206,2024-11-16,cancelled,UPI
610,304,2024-10-28,delivered,UPI
611,541,2024-12-13,delivered,NetBanking
612,844,2025-03-12,delivered,NetBanking
613,219,2025-03-27,returned,Card
614,17,2024-05-13,returned,Card
615,1191,2025-12-18,delivered,UPI
616,1191,2025-02-15,delivered,NetBanking
617,343,2025-02-27,delivered,COD
618,181,2025-08-19,delivered,COD
619,1051,2024-04-20,delivered,Card
620,84,2025-07-02,delivered,COD
621,780,2023-09-01,delivered,UPI
622,173,2024-05-20,delivered,COD
623,568,2024-01-23,delivered,NetBanking
624,784,2024-03-24,cancelled,UPI
625,634,2025-06-07,delivered,UPI
626,4,2023-08-11,delivered,UPI
627,796,2023-04-22,delivered,UPI
628,631,2024-07-09,delivered,COD
629,443,2024-11-17,delivered,UPI
630,466,2025-04-26,delivered,COD
631,823,2024-08-03,delivered,UPI
632,797,2025-04-06,delivered,NetBanking
633,855,2025-06-09,delivered,Card
634,741,2025-08-09,delivered,Card
635,650,2023-08-22,delivered,UPI
636,834,2025-07-24,delivered,UPI
637,233,2024-12-23,delivered,Card
638,1191,2025-12-11,delivered,UPI
639,1164,2024-11-25,delivered,UPI
640,1191,2025-09-10,shipped,UPI
641,1137,2024-03-14,delivered,Card
642,827,2024-09-17,delivered,Card
643,777,2024-04-12,delivered,Card
644,445,2024-09-13,shipped,COD
645,968,2025-02-25,delivered,Card
646,777,2023-06-08,delivered,UPI
647,315,2024-04-06,delivered,UPI
648,304,2024-09-07,delivered,COD
649,433,2023-12-13,cancelled,UPI
650,415,2023-12-08,delivered,Card
651,627,2024-06-02,delivered,UPI
652,736,2024-12-25,delivered,UPI
653,1084,2023-08-30,delivered,UPI
654,335,2023-05-15,delivered,UPI
655,374,2024-02-12,delivered,UPI
656,322,2024-12-05,delivered,NetBanking
657,343,2024-11-26,delivered,UPI
658,655,2024-12-05,shipped,UPI
659,879,2023-12-17,delivered,UPI
660,95,2025-11-14,delivered,Card
661,850,2024-08-24,delivered,UPI
662,1137,2024-04-17,delivered,COD
663,1136,2025-09-08,cancelled,NetBanking
664,451,2024-02-03,delivered,COD
665,719,2024-07-16,delivered,UPI
666,180,2024-08-23,delivered,Card
667,242,2025-09-30,delivered,Card
668,1026,2025-04-20,delivered,NetBanking
669,387,2024-09-24,delivered,COD
670,1058,2025-02-03,cancelled,COD
671,857,2023-11-09,delivered,UPI
672,1137,2023-08-01,delivered,Card
673,1191,2025-07-29,delivered,UPI
674,1095,2023-12-20,returned,COD
675,234,2024-09-13,delivered,UPI
676,474,2024-12-11,delivered,Card
677,1191,2025-09-20,delivered,Card
678,1192,2023-12-27,delivered,UPI
679,199,2025-11-21,delivered,Card
680,618,2024-06-20,delivered,Card
681,1191,2025-10-20,delivered,COD
682,451,2023-10-07,delivered,UPI
683,1127,2025-09-11,delivered,NetBanking
684,218,2025-08-03,delivered,Card
685,241,2025-03-13,delivered,NetBanking
686,559,2025-12-05,shipped,Card
687,313,2025-05-07,returned,NetBanking
688,1167,2025-05-05,delivered,UPI
689,685,2023-11-11,delivered,UPI
690,465,2024-02-03,delivered,Card
691,442,2023-12-15,delivered,COD
692,1143,2025-07-27,delivered,UPI
693,523,2024-05-31,delivered,Card
694,1050,2024-10-31,delivered,UPI
695,411,2024-03-28,delivered,UPI
696,685,2024-04-24,delivered,UPI
697,343,2024-02-06,delivered,COD
698,907,2025-01-02,delivered,Card
699,245,2025-11-24,delivered,Card
700,624,2025-04-01,delivered,NetBanking
701,12,2024-10-15,delivered,COD
702,423,2025-10-16,delivered,Card
703,921,2024-08-11,delivered,UPI
704,220,2024-04-14,delivered,COD
705,1191,2024-07-13,delivered,Card
706,245,2025-09-24,delivered,UPI
707,500,2024-06-12,delivered,NetBanking
708,1191,2025-12-10,delivered,Card
709,1191,2025-07-03,delivered,COD
710,1070,2024-05-28,returned,Card
711,841,2024-05-25,delivered,UPI
712,98,2025-04-14,delivered,COD
713,679,2024-11-24,delivered,NetBanking
714,495,2024-06-01,cancelled,UPI
715,1191,2025-03-12,delivered,NetBanking
716,300,2023-05-16,delivered,COD
717,317,2024-06-22,delivered,Card
718,1150,2024-01-05,delivered,UPI
719,970,2024-12-13,delivered,NetBanking
720,676,2024-02-11,delivered,UPI
721,96,2023-11-22,delivered,Card
722,1186,2025-11-06,delivered,UPI
723,504,2024-06-27,delivered,UPI
724,780,2024-08-14,delivered,COD
725,1191,2024-09-11,delivered,UPI
726,631,2024-03-16,delivered,UPI
727,265,2025-02-21,delivered,UPI
728,1192,2024-01-24,delivered,COD
729,343,2025-03-18,delivered,UPI
730,1172,2025-09-15,delivered,UPI
731,740,2024-10-12,delivered,UPI
732,745,2024-09-16,shipped,UPI
733,385,2025-01-23,shipped,COD
