order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
66,29,6,3,8439.67,0.0,25319.01
67,29,43,3,1480.37,0.1,3997.0
68,29,10,1,5058.33,0.0,5058.33
69,30,18,1,316.88,0.0,316.88
70,30,36,3,2924.06,0.0,8772.18
71,31,28,3,2077.38,0.0,6232.14
72,31,41,3,1458.5,0.2,3500.4
73,31,24,1,291.78,0.0,291.78
74,31,41,2,1458.5,0.05,2771.15
75,32,1,2,4311.34,0.0,8622.68
76,33,47,3,32443.0,0.05,92462.55
77,34,22,1,256.1,0.0,256.1
78,34,7,2,11903.44,0.0,23806.88
79,35,17,1,425.94,0.1,383.35
80,36,7,1,11903.44,0.2,9522.75
81,36,8,3,7478.19,0.0,22434.57
82,36,3,1,4598.39,0.0,4598.39
83,37,35,3,3039.94,0.0,9119.82
84,37,48,2,48857.09,0.0,97714.18
85,38,46,3,44103.32,0.0,132309.96
86,39,3,1,4598.39,0.2,3678.71
87,40,28,3,2077.38,0.1,5608.93
88,40,18,2,316.88,0.0,633.76
89,40,6,3,8439.67,0.1,22787.11
90,41,25,3,1719.78,0.1,4643.41
91,41,17,3,425.94,0.0,1277.82
92,41,5,2,7323.99,0.0,14647.98
93,42,40,1,16569.14,0.0,16569.14
94,42,1,3,4311.34,0.05,12287.32
95,42,12,2,5553.73,0.0,11107.46
96,43,45,2,50632.32,0.2,81011.71
97,43,3,2,4598.39,0.0,9196.78
98,43,20,3,337.55,0.0,1012.65
99,44,21,3,395.89,0.1,1068.9
100,44,20,3,337.55,0.0,1012.65
101,44,10,3,5058.33,0.0,15174.99
102,45,50,2,32122.03,0.2,51395.25
103,46,37,1,20338.2,0.0,20338.2
104,47,32,3,403.22,0.2,967.73
105,47,47,2,32443.0,0.2,51908.8
106,47,5,2,7323.99,0.0,14647.98
107,47,35,2,3039.94,0.0,6079.88
108,48,10,2,5058.33,0.0,10116.66
109,48,29,1,438.5,0.0,438.5
110,48,9,2,4533.34,0.0,9066.68
111,49,49,2,24383.87,0.0,48767.74
112,49,52,3,35725.17,0.0,107175.51
113,49,2,1,3911.93,0.2,3129.54
114,50,12,3,5553.73,0.0,16661.19
115,50,32,3,403.22,0.1,1088.69
116,51,17,1,425.94,0.05,404.64
117,51,1,2,4311.34,0.0,8622.68
118,51,10,1,5058.33,0.1,4552.5
119,52,14,3,1335.52,0.0,4006.56
120,52,32,2,403.22,0.1,725.8
121,52,9,3,4533.34,0.05,12920.02
122,52,24,2,291.78,0.0,583.56
123,53,13,2,1356.94,0.05,2578.19
124,53,10,2,5058.33,0.0,10116.66
125,54,48,1,48857.09,0.05,46414.24
126,54,14,1,1335.52,0.1,1201.97
127,54,16,3,1147.33,0.0,3441.99
128,55,51,3,29838.95,0.0,89516.85
129,55,38,2,21688.29,0.1,39038.92
130,55,42,3,1783.38,0.1,4815.13
131,56,20,3,337.55,0.0,1012.65
132,56,25,1,1719.78,0.2,1375.82
133,56,47,3,32443.0,0.0,97329.0
134,57,19,1,301.26,0.1,271.13
135,57,51,3,29838.95,0.2,71613.48
136,57,30,3,448.49,0.0,1345.47
137,58,22,2,256.1,0.0,512.2
138,58,3,2,4598.39,0.2,7357.42
139,58,7,2,11903.44,0.05,22616.54
140,59,4,1,4078.93,0.0,4078.93
141,60,18,1,316.88,0.0,316.88
142,60,45,2,50632.32,0.1,91138.18
143,60,50,3,32122.03,0.2,77092.87
144,61,45,2,50632.32,0.0,101264.64
145,61,37,1,20338.2,0.0,20338.2
146,62,47,1,32443.0,0.0,32443.0
147,62,25,3,1719.78,0.0,5159.34
148,62,29,3,438.5,0.1,1183.95
149,63,47,3,32443.0,0.1,87596.1
150,63,46,3,44103.32,0.0,132309.96
151,63,51,3,29838.95,0.2,71613.48
152,64,47,3,32443.0,0.05,92462.55
153,64,9,2,4533.34,0.1,8160.01
154,65,34,1,3937.59,0.0,3937.59
155,65,37,2,20338.2,0.0,40676.4
156,65,23,2,381.96,0.0,763.92
157,66,14,3,1335.52,0.0,4006.56
158,66,37,1,20338.2,0.2,16270.56
159,67,23,2,381.96,0.05,725.72
160,67,32,1,403.22,0.0,403.22
161,68,36,3,2924.06,0.1,7894.96
162,69,19,1,301.26,0.0,301.26
163,69,45,1,50632.32,0.0,50632.32
164,69,47,3,32443.0,0.0,97329.0
165,70,40,2,16569.14,0.0,33138.28
166,70,24,1,291.78,0.2,233.42
167,71,26,2,1412.65,0.0,2825.3
168,71,50,2,32122.03,0.0,64244.06
169,71,46,2,44103.32,0.1,79385.98
170,72,13,2,1356.94,0.0,2713.88
171,72,37,2,20338.2,0.2,32541.12
172,73,21,3,395.89,0.1,1068.9
173,73,35,1,3039.94,0.0,3039.94
174,74,12,1,5553.73,0.0,5553.73
175,75,28,1,2077.38,0.0,2077.38
176,75,46,1,44103.32,0.0,44103.32
177,75,33,2,3763.53,0.0,7527.06
178,75,52,2,35725.17,0.2,57160.27
179,76,1,2,4311.34,0.0,8622.68
180,76,22,2,256.1,0.2,409.76
181,76,20,2,337.55,0.0,675.1
182,76,5,3,7323.99,0.05,20873.37
183,77,52,2,35725.17,0.2,57160.27
184,77,10,1,5058.33,0.1,4552.5
185,78,12,2,5553.73,0.0,11107.46
186,78,8,2,7478.19,0.05,14208.56
187,79,22,1,256.1,0.0,256.1
188,80,43,1,1480.37,0.05,1406.35
189,80,18,3,316.88,0.05,903.11
190,81,51,3,29838.95,0.1,80565.17
191,81,24,3,291.78,0.05,831.57
192,81,20,2,337.55,0.0,675.1
193,81,7,1,11903.44,0.0,11903.44
194,82,40,3,16569.14,0.0,49707.42
195,82,46,1,44103.32,0.0,44103.32
196,82,20,3,337.55,0.2,810.12
197,82,49,3,24383.87,0.1,65836.45
198,83,48,1,48857.09,0.05,46414.24
199,83,21,3,395.89,0.0,1187.67
200,83,38,2,21688.29,0.0,43376.58
201,83,45,2,50632.32,0.0,101264.64
202,84,21,2,395.89,0.0,791.78
203,84,1,1,4311.34,0.0,4311.34
204,85,40,1,16569.14,0.05,15740.68
205,85,40,2,16569.14,0.05,31481.37
206,85,44,3,1675.89,0.2,4022.14
207,86,32,2,403.22,0.0,806.44
208,86,25,2,1719.78,0.1,3095.6
209,86,4,3,4078.93,0.0,12236.79
210,86,29,1,438.5,0.0,438.5
211,87,8,3,7478.19,0.0,22434.57
212,88,14,3,1335.52,0.0,4006.56
213,88,39,2,22252.18,0.2,35603.49
214,88,11,1,4853.64,0.0,4853.64
215,89,41,1,1458.5,0.0,1458.5
216,89,10,2,5058.33,0.0,10116.66
217,90,10,1,5058.33,0.0,5058.33
218,90,45,2,50632.32,0.0,101264.64
219,90,47,2,32443.0,0.05,61641.7
220,91,37,3,20338.2,0.2,48811.68
221,91,51,3,29838.95,0.05,85041.01
222,92,33,3,3763.53,0.0,11290.59
223,92,15,3,1717.5,0.05,4894.88
224,92,3,3,4598.39,0.05,13105.41
225,93,47,3,32443.0,0.0,97329.0
226,93,20,3,337.55,0.0,1012.65
227,93,15,2,1717.5,0.0,3435.0
228,93,10,3,5058.33,0.2,12139.99
229,94,3,1,4598.39,0.1,4138.55
230,95,52,1,35725.17,0.0,35725.17
231,95,3,2,4598.39,0.2,7357.42
232,95,6,1,8439.67,0.1,7595.7
233,96,18,3,316.88,0.1,855.58
234,96,4,3,4078.93,0.0,12236.79
235,97,33,1,3763.53,0.0,3763.53
236,97,5,1,7323.99,0.1,6591.59
237,97,5,3,7323.99,0.1,19774.77
238,98,47,2,32443.0,0.0,64886.0
239,98,1,2,4311.34,0.0,8622.68
240,99,13,1,1356.94,0.05,1289.09
241,99,34,2,3937.59,0.05,7481.42
242,100,30,3,448.49,0.1,1210.92
243,100,48,1,48857.09,0.05,46414.24
244,101,37,2,20338.2,0.05,38642.58
245,101,51,1,29838.95,0.2,23871.16
246,101,21,2,395.89,0.0,791.78
247,101,1,1,4311.34,0.2,3449.07
248,102,1,2,4311.34,0.1,7760.41
249,102,43,1,1480.37,0.0,1480.37
250,102,25,1,1719.78,0.0,1719.78
251,102,34,1,3937.59,0.1,3543.83
252,103,37,3,20338.2,0.1,54913.14
253,103,5,2,7323.99,0.05,13915.58
254,104,15,1,1717.5,0.1,1545.75
255,104,20,3,337.55,0.0,1012.65
256,104,20,1,337.55,0.0,337.55
257,104,48,1,48857.09,0.0,48857.09
258,105,45,1,50632.32,0.0,50632.32
259,105,7,2,11903.44,0.0,23806.88
260,106,14,1,1335.52,0.05,1268.74
261,106,40,2,16569.14,0.0,33138.28
262,106,6,3,8439.67,0.1,22787.11
263,106,48,3,48857.09,0.05,139242.71
264,107,19,1,301.26,0.2,241.01
265,107,52,3,35725.17,0.05,101816.73
266,108,23,3,381.96,0.05,1088.59
267,108,9,3,4533.34,0.0,13600.02
268,109,12,2,5553.73,0.0,11107.46
269,109,48,2,48857.09,0.1,87942.76
270,109,37,2,20338.2,0.1,36608.76
271,110,29,1,438.5,0.0,438.5
272,110,11,2,4853.64,0.1,8736.55
273,110,32,1,403.22,0.0,403.22
274,110,15,2,1717.5,0.05,3263.25
275,111,34,2,3937.59,0.0,7875.18
276,111,5,1,7323.99,0.0,7323.99
277,112,15,2,1717.5,0.0,3435.0
278,112,2,3,3911.93,0.1,10562.21
279,112,8,2,7478.19,0.0,14956.38
280,112,12,1,5553.73,0.05,5276.04
281,113,31,3,440.79,0.0,1322.37
282,114,15,2,1717.5,0.0,3435.0
283,114,29,3,438.5,0.0,1315.5
284,115,18,3,316.88,0.0,950.64
285,115,48,3,48857.09,0.05,139242.71
286,115,39,1,22252.18,0.1,20026.96
287,115,26,2,1412.65,0.05,2684.04
288,116,33,1,3763.53,0.2,3010.82
289,117,22,1,256.1,0.1,230.49
290,117,46,2,44103.32,0.0,88206.64
291,117,3,3,4598.39,0.0,13795.17
292,117,7,1,11903.44,0.0,11903.44
293,118,36,3,2924.06,0.1,7894.96
294,118,12,3,5553.73,0.1,14995.07
295,119,40,3,16569.14,0.05,47222.05
296,119,13,1,1356.94,0.0,1356.94
297,120,35,3,3039.94,0.0,9119.82
298,121,40,1,16569.14,0.1,14912.23
299,121,29,3,438.5,0.0,1315.5
300,122,16,3,1147.33,0.0,3441.99
301,122,15,2,1717.5,0.0,3435.0
302,123,22,3,256.1,0.05,729.88
303,123,34,3,3937.59,0.1,10631.49
304,123,5,1,7323.99,0.0,7323.99
305,124,52,1,35725.17,0.0,35725.17
306,124,2,3,3911.93,0.0,11735.79
307,124,36,2,2924.06,0.05,5555.71
308,124,52,2,35725.17,0.05,67877.82
309,125,21,3,395.89,0.0,1187.67
310,125,37,3,20338.2,0.0,61014.6
311,126,40,1,16569.14,0.1,14912.23
312,126,26,3,1412.65,0.0,4237.95
313,126,50,3,32122.03,0.0,96366.09
314,126,26,3,1412.65,0.0,4237.95
315,127,12,2,5553.73,0.0,11107.46
316,127,9,3,4533.34,0.1,12240.02
317,127,33,3,3763.53,0.0,11290.59
318,127,33,2,3763.53,0.1,6774.35
319,128,8,2,7478.19,0.1,13460.74
320,128,10,2,5058.33,0.1,9104.99
321,129,11,3,4853.64,0.1,13104.83
322,130,20,1,337.55,0.05,320.67
323,130,43,1,1480.37,0.0,1480.37
324,131,15,3,1717.5,0.05,4894.88
325,131,50,1,32122.03,0.1,28909.83
326,131,51,3,29838.95,0.2,71613.48
327,132,48,3,48857.09,0.0,146571.27
328,132,30,2,448.49,0.2,717.58
329,132,28,2,2077.38,0.0,4154.76
330,133,49,1,24383.87,0.2,19507.1
331,133,40,1,16569.14,0.2,13255.31
332,134,42,1,1783.38,0.05,1694.21
333,135,42,1,1783.38,0.2,1426.7
334,135,40,3,16569.14,0.0,49707.42
335,136,34,2,3937.59,0.0,7875.18
336,137,7,1,11903.44,0.1,10713.1
337,137,3,1,4598.39,0.0,4598.39
338,137,21,2,395.89,0.0,791.78
339,138,37,2,20338.2,0.0,40676.4
340,138,48,1,48857.09,0.05,46414.24
341,139,2,3,3911.93,0.0,11735.79
342,140,33,3,3763.53,0.2,9032.47
343,140,16,1,1147.33,0.0,1147.33
344,140,30,2,448.49,0.0,896.98
345,140,43,1,1480.37,0.1,1332.33
346,141,16,3,1147.33,0.05,3269.89
347,141,2,3,3911.93,0.0,11735.79
348,142,37,3,20338.2,0.1,54913.14
349,142,31,3,440.79,0.0,1322.37
350,143,24,2,291.78,0.0,583.56
351,143,20,1,337.55,0.05,320.67
352,143,50,1,32122.03,0.05,30515.93
353,144,49,2,24383.87,0.2,39014.19
354,144,32,3,403.22,0.05,1149.18
355,144,50,1,32122.03,0.0,32122.03
356,144,29,1,438.5,0.0,438.5
357,145,19,2,301.26,0.05,572.39
358,145,38,1,21688.29,0.05,20603.88
359,145,16,3,1147.33,0.0,3441.99
360,145,35,3,3039.94,0.05,8663.83
361,146,36,2,2924.06,0.0,5848.12
362,147,43,3,1480.37,0.0,4441.11
363,147,45,3,50632.32,0.1,136707.26
364,148,3,3,4598.39,0.0,13795.17
365,148,9,1,4533.34,0.05,4306.67
366,149,26,1,1412.65,0.2,1130.12
367,149,29,2,438.5,0.0,877.0
368,149,49,1,24383.87,0.0,24383.87
369,149,34,3,3937.59,0.05,11222.13
370,150,35,1,3039.94,0.0,3039.94
371,150,52,2,35725.17,0.2,57160.27
372,150,26,1,1412.65,0.0,1412.65
373,150,10,1,5058.33,0.0,5058.33
374,151,36,1,2924.06,0.05,2777.86
375,152,50,2,32122.03,0.0,64244.06
376,152,13,1,1356.94,0.0,1356.94
377,153,25,1,1719.78,0.2,1375.82
378,153,1,1,4311.34,0.0,4311.34
379,154,8,2,7478.19,0.1,13460.74
380,154,11,2,4853.64,0.1,8736.55
381,155,22,3,256.1,0.0,768.3
382,155,1,2,4311.34,0.0,8622.68
383,155,43,2,1480.37,0.0,2960.74
384,155,20,3,337.55,0.0,1012.65
385,156,27,2,1246.0,0.0,2492.0
386,157,15,1,1717.5,0.05,1631.62
387,157,46,1,44103.32,0.1,39692.99
388,157,49,2,24383.87,0.05,46329.35
389,158,17,2,425.94,0.0,851.88
390,158,22,3,256.1,0.0,768.3
391,158,13,3,1356.94,0.0,4070.82
392,158,33,3,3763.53,0.05,10726.06
393,159,4,2,4078.93,0.0,8157.86
394,159,20,3,337.55,0.0,1012.65
395,159,29,3,438.5,0.0,1315.5
396,159,4,3,4078.93,0.0,12236.79
397,160,52,2,35725.17,0.1,64305.31
398,160,8,2,7478.19,0.05,14208.56
399,160,19,1,301.26,0.0,301.26
400,161,39,2,22252.18,0.1,40053.92
401,161,24,3,291.78,0.0,875.34
402,161,16,1,1147.33,0.1,1032.6
403,162,37,1,20338.2,0.0,20338.2
404,162,43,1,1480.37,0.0,1480.37
405,162,15,3,1717.5,0.05,4894.88
406,163,5,1,7323.99,0.0,7323.99
407,164,29,1,438.5,0.0,438.5
408,164,21,1,395.89,0.1,356.3
409,164,25,1,1719.78,0.05,1633.79
410,164,25,3,1719.78,0.0,5159.34
411,165,4,1,4078.93,0.0,4078.93
412,166,14,3,1335.52,0.0,4006.56
413,166,33,2,3763.53,0.05,7150.71
414,166,29,3,438.5,0.0,1315.5
415,166,34,1,3937.59,0.0,3937.59
416,167,41,1,1458.5,0.0,1458.5
417,167,17,2,425.94,0.05,809.29
418,167,33,1,3763.53,0.05,3575.35
419,167,38,3,21688.29,0.0,65064.87
420,168,46,1,44103.32,0.0,44103.32
421,169,45,3,50632.32,0.2,121517.57
422,169,38,2,21688.29,0.0,43376.58
423,169,36,3,2924.06,0.1,7894.96
424,169,36,2,2924.06,0.05,5555.71
425,170,29,1,438.5,0.1,394.65
426,170,52,3,35725.17,0.0,107175.51
427,170,27,3,1246.0,0.05,3551.1
428,170,3,1,4598.39,0.05,4368.47
429,171,52,3,35725.17,0.0,107175.51
430,172,49,2,24383.87,0.05,46329.35
431,172,37,3,20338.2,0.0,61014.6
432,173,47,2,32443.0,0.05,61641.7
433,174,29,1,438.5,0.1,394.65
434,174,36,3,2924.06,0.05,8333.57
435,174,22,2,256.1,0.0,512.2
436,175,29,3,438.5,0.0,1315.5
437,176,10,3,5058.33,0.05,14416.24
438,176,19,1,301.26,0.0,301.26
439,177,15,2,1717.5,0.05,3263.25
440,177,5,3,7323.99,0.1,19774.77
441,177,52,3,35725.17,0.0,107175.51
442,177,47,3,32443.0,0.0,97329.0
443,178,46,3,44103.32,0.0,132309.96
444,178,49,2,24383.87,0.0,48767.74
445,179,38,3,21688.29,0.05,61811.63
446,179,34,1,3937.59,0.05,3740.71
447,179,41,1,1458.5,0.0,1458.5
448,180,38,1,21688.29,0.1,19519.46
449,180,11,2,4853.64,0.0,9707.28
450,181,25,1,1719.78,0.0,1719.78
451,181,36,3,2924.06,0.0,8772.18
452,182,37,2,20338.2,0.0,40676.4
453,182,43,1,1480.37,0.0,1480.37
454,182,8,2,7478.19,0.0,14956.38
455,183,29,3,438.5,0.2,1052.4
456,183,52,3,35725.17,0.05,101816.73
457,183,24,3,291.78,0.1,787.81
458,183,32,1,403.22,0.2,322.58
459,184,27,1,1246.0,0.1,1121.4
460,184,50,3,32122.03,0.1,86729.48
461,185,27,3,1246.0,0.1,3364.2
462,185,49,3,24383.87,0.1,65836.45
463,185,35,3,3039.94,0.0,9119.82
464,186,28,2,2077.38,0.0,4154.76
465,186,30,1,448.49,0.1,403.64
466,187,29,3,438.5,0.05,1249.72
467,187,43,2,1480.37,0.0,2960.74
468,188,19,2,301.26,0.0,602.52
469,188,50,3,32122.03,0.0,96366.09
470,188,49,2,24383.87,0.1,43890.97
471,188,48,1,48857.09,0.05,46414.24
472,189,25,1,1719.78,0.0,1719.78
473,189,3,2,4598.39,0.0,9196.78
474,189,27,3,1246.0,0.05,3551.1
475,189,24,2,291.78,0.0,583.56
476,190,27,2,1246.0,0.0,2492.0
477,190,2,3,3911.93,0.05,11149.0
478,190,36,1,2924.06,0.0,2924.06
479,190,41,2,1458.5,0.0,2917.0
480,191,9,1,4533.34,0.05,4306.67
481,191,48,2,48857.09,0.1,87942.76
482,191,26,3,1412.65,0.1,3814.16
483,192,16,2,1147.33,0.0,2294.66
484,192,5,2,7323.99,0.0,14647.98
485,192,47,1,32443.0,0.0,32443.0
486,192,50,3,32122.03,0.0,96366.09
487,193,36,3,2924.06,0.1,7894.96
488,193,8,3,7478.19,0.0,22434.57
489,193,18,2,316.88,0.0,633.76
490,194,14,1,1335.52,0.05,1268.74
491,194,31,3,440.79,0.0,1322.37
492,194,4,2,4078.93,0.1,7342.07
493,194,33,1,3763.53,0.2,3010.82
494,195,23,2,381.96,0.1,687.53
495,195,25,3,1719.78,0.0,5159.34
496,196,16,3,1147.33,0.0,3441.99
497,196,46,3,44103.32,0.1,119078.96
498,197,50,2,32122.03,0.2,51395.25
499,197,1,3,4311.34,0.0,12934.02
500,197,7,2,11903.44,0.2,19045.5
501,198,47,2,32443.0,0.0,64886.0
502,198,41,3,1458.5,0.0,4375.5
503,198,30,1,448.49,0.2,358.79
504,198,6,3,8439.67,0.0,25319.01
505,199,14,1,1335.52,0.1,1201.97
506,199,8,3,7478.19,0.0,22434.57
507,200,1,3,4311.34,0.1,11640.62
508,200,51,1,29838.95,0.1,26855.06
509,201,17,2,425.94,0.1,766.69
510,202,27,3,1246.0,0.1,3364.2
511,202,36,2,2924.06,0.0,5848.12
512,202,2,1,3911.93,0.0,3911.93
513,202,10,1,5058.33,0.0,5058.33
514,203,1,1,4311.34,0.0,4311.34
515,203,16,1,1147.33,0.05,1089.96
516,204,19,3,301.26,0.1,813.4
517,205,50,1,32122.03,0.05,30515.93
518,205,43,2,1480.37,0.0,2960.74
519,206,9,2,4533.34,0.0,9066.68
520,206,11,1,4853.64,0.0,4853.64
521,206,51,2,29838.95,0.2,47742.32
522,206,42,3,1783.38,0.1,4815.13
523,207,51,3,29838.95,0.0,89516.85
524,207,21,2,395.89,0.05,752.19
525,207,40,3,16569.14,0.0,49707.42
526,208,45,1,50632.32,0.0,50632.32
527,208,16,1,1147.33,0.05,1089.96
528,208,51,3,29838.95,0.0,89516.85
529,209,24,1,291.78,0.0,291.78
530,209,31,2,440.79,0.0,881.58
531,209,12,3,5553.73,0.0,16661.19
532,209,27,3,1246.0,0.2,2990.4
533,210,18,2,316.88,0.1,570.38
534,210,41,3,1458.5,0.1,3937.95
535,211,41,2,1458.5,0.2,2333.6
536,212,8,1,7478.19,0.0,7478.19
537,213,33,3,3763.53,0.2,9032.47
538,213,40,1,16569.14,0.1,14912.23
539,213,44,1,1675.89,0.1,1508.3
540,214,43,1,1480.37,0.0,1480.37
541,215,13,2,1356.94,0.0,2713.88
542,215,9,3,4533.34,0.1,12240.02
543,215,35,3,3039.94,0.0,9119.82
544,215,6,1,8439.67,0.0,8439.67
545,216,34,1,3937.59,0.0,3937.59
546,216,38,2,21688.29,0.0,43376.58
547,216,10,3,5058.33,0.05,14416.24
548,216,36,3,2924.06,0.0,8772.18
549,217,2,2,3911.93,0.1,7041.47
550,217,27,2,1246.0,0.0,2492.0
551,218,46,1,44103.32,0.0,44103.32
552,218,45,3,50632.32,0.0,151896.96
553,218,18,2,316.88,0.1,570.38
554,219,10,1,5058.33,0.2,4046.66
555,219,51,3,29838.95,0.05,85041.01
556,220,44,1,1675.89,0.0,1675.89
557,220,31,2,440.79,0.05,837.5
558,221,26,2,1412.65,0.0,2825.3
559,221,4,2,4078.93,0.05,7749.97
560,222,18,1,316.88,0.0,316.88
561,223,30,1,448.49,0.0,448.49
562,223,28,1,2077.38,0.0,2077.38
563,223,41,2,1458.5,0.0,2917.0
564,223,45,1,50632.32,0.0,50632.32
565,224,46,2,44103.32,0.0,88206.64
566,224,46,1,44103.32,0.0,44103.32
567,225,18,3,316.88,0.05,903.11
568,225,8,1,7478.19,0.0,7478.19
569,226,26,1,1412.65,0.0,1412.65
570,226,32,1,403.22,0.2,322.58
571,227,16,2,1147.33,0.05,2179.93
572,227,16,3,1147.33,0.0,3441.99
573,228,30,3,448.49,0.0,1345.47
574,228,34,2,3937.59,0.05,7481.42
575,228,9,1,4533.34,0.05,4306.67
576,228,48,1,48857.09,0.05,46414.24
577,229,18,1,316.88,0.0,316.88
578,230,29,1,438.5,0.0,438.5
579,230,12,1,5553.73,0.0,5553.73
580,230,24,2,291.78,0.05,554.38
581,230,22,2,256.1,0.0,512.2
582,231,32,2,403.22,0.1,725.8
583,231,15,1,1717.5,0.0,1717.5
584,231,32,1,403.22,0.0,403.22
585,232,10,1,5058.33,0.0,5058.33
586,232,5,3,7323.99,0.2,17577.58
587,232,50,2,32122.03,0.05,61031.86
588,233,30,2,448.49,0.0,896.98
589,233,48,1,48857.09,0.05,46414.24
590,233,9,2,4533.34,0.0,9066.68
591,234,9,2,4533.34,0.1,8160.01
592,234,10,3,5058.33,0.0,15174.99
593,235,2,1,3911.93,0.0,3911.93
594,235,15,1,1717.5,0.0,1717.5
595,235,18,3,316.88,0.2,760.51
596,236,46,3,44103.32,0.05,125694.46
597,236,44,3,1675.89,0.0,5027.67
598,236,31,3,440.79,0.1,1190.13
599,237,44,3,1675.89,0.0,5027.67
600,237,26,2,1412.65,0.0,2825.3
601,237,51,2,29838.95,0.0,59677.9
602,237,32,3,403.22,0.2,967.73
603,238,23,1,381.96,0.0,381.96
604,238,4,2,4078.93,0.1,7342.07
605,238,13,2,1356.94,0.1,2442.49
606,239,22,3,256.1,0.0,768.3
607,239,42,2,1783.38,0.0,3566.76
608,240,36,1,2924.06,0.05,2777.86
609,240,52,3,35725.17,0.1,96457.96
610,240,50,2,32122.03,0.1,57819.65
611,241,15,2,1717.5,0.0,3435.0
612,241,42,3,1783.38,0.0,5350.14
613,241,32,3,403.22,0.1,1088.69
614,242,45,1,50632.32,0.0,50632.32
615,242,43,2,1480.37,0.05,2812.7
616,242,43,1,1480.37,0.1,1332.33
617,243,45,3,50632.32,0.0,151896.96
618,244,21,2,395.89,0.0,791.78
619,244,12,3,5553.73,0.05,15828.13
620,244,22,3,256.1,0.0,768.3
621,245,17,1,425.94,0.1,383.35
622,245,28,1,2077.38,0.0,2077.38
623,246,36,1,2924.06,0.0,2924.06
624,247,41,2,1458.5,0.2,2333.6
625,247,9,1,4533.34,0.1,4080.01
626,247,10,1,5058.33,0.0,5058.33
627,247,11,1,4853.64,0.0,4853.64
628,248,32,2,403.22,0.0,806.44
629,249,2,1,3911.93,0.1,3520.74
630,249,26,1,1412.65,0.0,1412.65
631,249,22,2,256.1,0.0,512.2
632,249,18,3,316.88,0.0,950.64
633,250,51,3,29838.95,0.0,89516.85
634,251,23,1,381.96,0.0,381.96
635,251,31,2,440.79,0.0,881.58
636,252,13,1,1356.94,0.0,1356.94
637,252,41,1,1458.5,0.1,1312.65
638,252,28,2,2077.38,0.0,4154.76
639,252,9,1,4533.34,0.2,3626.67
640,253,38,3,21688.29,0.1,58558.38
641,253,39,1,22252.18,0.05,21139.57
642,254,1,2,4311.34,0.0,8622.68
643,254,22,1,256.1,0.1,230.49
644,254,2,3,3911.93,0.0,11735.79
645,254,26,1,1412.65,0.1,1271.39
